company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title
EnviroCon Pest,Houston,TX,Houston,Pest Control,8,$500K-$2M,Owner,Owner
Modern Pest Control,Katy,TX,Houston,Pest Control,15,$500K-$2M,Owner,Owner
Houston Pest Management,Houston,TX,Houston,Pest Control,10,$500K-$2M,Owner,Owner
Terren Landscapes,Philadelphia,PA,Philadelphia,Landscaping,12,$500K-$2M,Owner,Owner
Paragon Landscaping,Philadelphia,PA,Philadelphia,Landscaping,10,$500K-$2M,Owner,Owner
Green Leaf Outdoor Services,Philadelphia,PA,Philadelphia,Landscaping,10,$500K-$2M,Owner,Owner
Roots Landscape Inc,Philadelphia,PA,Philadelphia,Landscaping,8,$500K-$2M,Owner,Owner
Four Seasons Total Landscaping,Philadelphia,PA,Philadelphia,Landscaping,15,$500K-$2M,Owner,Owner
Keepers Commercial Cleaning,Phoenix,AZ,Phoenix,Commercial Cleaning,12,$500K-$2M,Owner,Owner
Health Point Cleaning Solutions,Phoenix,AZ,Phoenix,Commercial Cleaning,10,$500K-$2M,Owner,Owner
Compass Cleaning Solutions,Phoenix,AZ,Phoenix,Commercial Cleaning,12,$500K-$2M,Owner,Owner
Desert Oasis Cleaners,Phoenix,AZ,Phoenix,Commercial Cleaning,8,$500K-$2M,Owner,Owner
Pro-Serv Commercial Cleaning,Phoenix,AZ,Phoenix,Commercial Cleaning,15,$500K-$2M,Owner,Owner
Colorado Cleanup Services,Denver,CO,Denver,Restoration,10,$1M-$3M,Owner,Owner
Project X Restoration,Denver,CO,Denver,Restoration,12,$1M-$3M,Owner,Owner
All Pro Restoration Denver,Denver,CO,Denver,Restoration,10,$1M-$3M,Owner,Owner
True North Restoration Denver,Denver,CO,Denver,Restoration,8,$1M-$3M,Owner,Owner
Pure Restore Denver,Denver,CO,Denver,Restoration,8,$1M-$3M,Owner,Owner
Bradham Comfort Services,Charlotte,NC,Charlotte,HVAC Contractor,12,$1M-$5M,Owner,Owner
Horne HVAC,Charlotte,NC,Charlotte,HVAC Contractor,15,$1M-$5M,Owner,Owner
Travis Crawford HVAC,Charlotte,NC,Charlotte,HVAC Contractor,10,$1M-$5M,Owner,Owner
Acosta Heating Cooling & Electrical,Charlotte,NC,Charlotte,HVAC Contractor,12,$1M-$5M,Owner,Owner
Patterson Heating & Air,Charlotte,NC,Charlotte,HVAC Contractor,15,$1M-$5M,Owner,Owner
City Air Experts,Charlotte,NC,Charlotte,HVAC Contractor,8,$1M-$5M,Owner,Owner
Blue Sky Plumbing & Heating,Denver,CO,Denver,Plumbing Contractor,15,$800K-$3M,Owner,Owner
Prime Plumbing & Heating,Denver,CO,Denver,Plumbing Contractor,8,$800K-$3M,Owner,Owner
Brothers Plumbing Heating & Electric,Denver,CO,Denver,Plumbing Contractor,15,$800K-$3M,Owner,Owner
My Denver Plumber,Denver,CO,Denver,Plumbing Contractor,6,$800K-$3M,Owner,Owner
On Time Electric,Houston,TX,Houston,Electrical Contractor,12,$1M-$4M,Owner,Owner
Lone Star Electrical Services,Houston,TX,Houston,Electrical Contractor,10,$1M-$4M,Owner,Owner
E3 Electric,Houston,TX,Houston,Electrical Contractor,8,$1M-$4M,Owner,Owner
Southern Electrical Services,Houston,TX,Houston,Electrical Contractor,15,$1M-$4M,Owner,Owner
Colony Roofers,Atlanta,GA,Atlanta,Roofing Contractor,12,$1M-$5M,Owner,Owner
GO Roofing Atlanta,Alpharetta,GA,Atlanta,Roofing Contractor,10,$1M-$5M,Owner,Owner
Atlanta Roofing Specialists,Atlanta,GA,Atlanta,Roofing Contractor,15,$1M-$5M,Owner,Owner
Atlanta Premier Roofing,Atlanta,GA,Atlanta,Roofing Contractor,10,$1M-$5M,Owner,Owner
GA Roofing & Repair,Atlanta,GA,Atlanta,Roofing Contractor,10,$1M-$5M,Owner,Owner
Lloyd Pest Control,Los Angeles,CA,Los Angeles,Pest Control,15,$500K-$2M,Owner,Owner
Guarantee Pest Control,Los Angeles,CA,Los Angeles,Pest Control,10,$500K-$2M,Owner,Owner
Pacific Termite,Los Angeles,CA,Los Angeles,Pest Control,8,$500K-$2M,Owner,Owner
Pest Solutions SoCal,Los Angeles,CA,Los Angeles,Pest Control,8,$500K-$2M,Owner,Owner
Dewey Pest Control,Los Angeles,CA,Los Angeles,Pest Control,12,$500K-$2M,Owner,Owner
Tenleytown Lawn & Landscape,Washington,DC,Washington DC,Landscaping,8,$500K-$2M,Owner,Owner
Wheats Landscape,Washington,DC,Washington DC,Landscaping,12,$500K-$2M,Owner,Owner
Thomas Landscapes,Washington,DC,Washington DC,Landscaping,8,$500K-$2M,Owner,Owner
Level Green Landscaping,Washington,DC,Washington DC,Landscaping,15,$500K-$2M,Owner,Owner
Townhome Landscapes,Washington,DC,Washington DC,Landscaping,6,$500K-$2M,Owner,Owner
Dallas Janitorial Services,Dallas,TX,Dallas,Commercial Cleaning,12,$500K-$2M,Owner,Owner
AMC Commercial Cleaning,Dallas,TX,Dallas,Commercial Cleaning,10,$500K-$2M,Owner,Owner
Environmental Cleaning Services,Dallas,TX,Dallas,Commercial Cleaning,15,$500K-$2M,Owner,Owner
Allied Facility Care,Dallas,TX,Dallas,Commercial Cleaning,12,$500K-$2M,Owner,Owner
DBM Janitorial Services,Dallas,TX,Dallas,Commercial Cleaning,8,$500K-$2M,Owner,Owner
Tennessee Water and Fire,Nashville,TN,Nashville,Restoration,10,$1M-$3M,Owner,Owner
AccuWorks Nashville,Nashville,TN,Nashville,Restoration,10,$1M-$3M,Owner,Owner
RestoPros of Nashville,Nashville,TN,Nashville,Restoration,8,$1M-$3M,Owner,Owner
Lightspeed Restoration Nashville,Nashville,TN,Nashville,Restoration,8,$1M-$3M,Owner,Owner
Ferran Services,Orlando,FL,Orlando,HVAC Contractor,15,$1M-$5M,Owner,Owner
Gary Munson Heating & AC,Orlando,FL,Orlando,HVAC Contractor,12,$1M-$5M,Owner,Owner
Bob Heinmiller AC,Orlando,FL,Orlando,HVAC Contractor,10,$1M-$5M,Owner,Owner
Downtown Air and Heat,Orlando,FL,Orlando,HVAC Contractor,10,$1M-$5M,Owner,Owner
AmeriTech Air & Heat,Orlando,FL,Orlando,HVAC Contractor,8,$1M-$5M,Owner,Owner
Matts Plumbing Solutions,Minneapolis,MN,Minneapolis,Plumbing Contractor,8,$800K-$3M,Owner,Owner
Ron the Sewer Rat,Minneapolis,MN,Minneapolis,Plumbing Contractor,10,$800K-$3M,Owner,Owner
Soderlin Plumbing Heating & Air,Minneapolis,MN,Minneapolis,Plumbing Contractor,12,$800K-$3M,Owner,Owner
Paul Bunyan Plumbing,Minneapolis,MN,Minneapolis,Plumbing Contractor,8,$800K-$3M,Owner,Owner
WireMasters Electric,Miami,FL,Miami,Electrical Contractor,10,$1M-$4M,Owner,Owner
Kilby Electric Company,Miami,FL,Miami,Electrical Contractor,12,$1M-$4M,Owner,Owner
Miami Power Company,Miami,FL,Miami,Electrical Contractor,8,$1M-$4M,Owner,Owner
SE Bates Electric Miami,Miami,FL,Miami,Electrical Contractor,10,$1M-$4M,Owner,Owner
UniColorado HVAC,Denver,CO,Denver,HVAC Contractor,10,$1M-$5M,Owner,Owner
MileHi HVAC,Denver,CO,Denver,HVAC Contractor,8,$1M-$5M,Owner,Owner
Pasterkamp Heating & AC,Denver,CO,Denver,HVAC Contractor,12,$1M-$5M,Owner,Owner
Summit Heating AC Plumbing,Denver,CO,Denver,HVAC Contractor,15,$1M-$5M,Owner,Owner
Roots Heating & Air,Denver,CO,Denver,HVAC Contractor,8,$1M-$5M,Owner,Owner
All Star Electrical Services,Philadelphia,PA,Philadelphia,Electrical Contractor,8,$1M-$4M,Owner,Owner
Lauterborn Electric,Philadelphia,PA,Philadelphia,Electrical Contractor,10,$1M-$4M,Larry Lauterborn Sr,Owner
EP Electric LLC,Philadelphia,PA,Philadelphia,Electrical Contractor,8,$1M-$4M,Owner,Owner
A-1 Electric Philadelphia,Philadelphia,PA,Philadelphia,Electrical Contractor,10,$1M-$4M,Owner,Owner
Vision Electrical Contractors,Philadelphia,PA,Philadelphia,Electrical Contractor,12,$1M-$4M,Owner,Owner
Residential Heating and AC,Minneapolis,MN,Minneapolis,HVAC Contractor,10,$1M-$5M,Owner,Owner
Air Mechanical Inc,Minneapolis,MN,Minneapolis,HVAC Contractor,15,$1M-$5M,Owner,Owner
Genz-Ryan,Minneapolis,MN,Minneapolis,HVAC Contractor,18,$1M-$5M,Owner,Owner
Standard Heating & AC,Minneapolis,MN,Minneapolis,HVAC Contractor,15,$1M-$5M,Owner,Owner
Ray N Welter Heating,Minneapolis,MN,Minneapolis,HVAC Contractor,10,$1M-$5M,Owner,Owner
Harris Plumbing & Heating,Brooklyn,NY,New York City,Plumbing Contractor,10,$800K-$3M,Owner,Owner
A Good Plumber Inc,Brooklyn,NY,New York City,Plumbing Contractor,10,$800K-$3M,Owner,Owner
Parkset Plumbing,Manhattan,NY,New York City,Plumbing Contractor,8,$800K-$3M,Owner,Owner
Metropolitan Plumbing & Heating,New York,NY,New York City,Plumbing Contractor,12,$800K-$3M,Owner,Owner
Philco Plumbing NYC,Brooklyn,NY,New York City,Plumbing Contractor,8,$800K-$3M,Owner,Owner
Power Roofing NY,Brooklyn,NY,New York City,Roofing Contractor,12,$1M-$5M,Owner,Owner
NY Roofing,Brooklyn,NY,New York City,Roofing Contractor,10,$1M-$5M,Owner,Owner
Roccos All Type Roofing,Brooklyn,NY,New York City,Roofing Contractor,12,$1M-$5M,Owner,Owner
Premier Roofing Co,Brooklyn,NY,New York City,Roofing Contractor,10,$1M-$5M,Owner,Owner
All Platinum Termite & Pest Control,New York,NY,New York City,Pest Control,10,$500K-$2M,Owner,Owner
Hello Pest Control,New York,NY,New York City,Pest Control,8,$500K-$2M,Owner,Owner
Inter-County Exterminators,New York,NY,New York City,Pest Control,12,$500K-$2M,Owner,Owner
MEDOWS CPA PLLC,New York,NY,New York City,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Luo CPA PLLC,New York,NY,New York City,CPA Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
Mark E. Feinsot CPA,New York,NY,New York City,CPA Firm,7,$500K-$2M,Mark E. Feinsot,Owner
Miller & Company,New York,NY,New York City,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Peter A. Burgos CPA PC,Long Island City,NY,New York City,CPA Firm,8,$500K-$2M,Peter A. Burgos,Owner
Midtown CPA Firm,New York,NY,New York City,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
CPA Miami,Miami,FL,Miami,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
JM CPA Group,West Miami,FL,Miami,CPA Firm,8,$500K-$1.5M,Managing Partner,Managing Partner
Miyares Group,Miami,FL,Miami,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Catarineau & Givens PA,Miami,FL,Miami,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Fabricant & Company PA,Miami,FL,Miami,CPA Firm,9,$500K-$2M,Managing Partner,Managing Partner
Magone & Company PC,West Orange,NJ,Northern New Jersey,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
Kotulak & Company PC,Clifton,NJ,Northern New Jersey,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Edward J. Colville LLC,Scotch Plains,NJ,Northern New Jersey,CPA Firm,6,$500K-$1.5M,Edward J. Colville,Owner
BergerCPAFirst,New Jersey,NJ,Northern New Jersey,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Botwinick & Company LLC,Hackensack,NJ,Northern New Jersey,CPA Firm,15,$1M-$2M,Managing Partner,Managing Partner
Blankenship CPA Group PLLC,Nashville,TN,Nashville,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
PN CPAs,Nashville,TN,Nashville,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Millman CPA Strategic Solutions PC,Nashville,TN,Nashville,CPA Firm,6,$500K-$1.5M,Lisa Millman,Owner
Kawatra CPA,Nashville,TN,Nashville,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Hildreth & Associates CPA,Brentwood,TN,Nashville,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Evan Hutcheson CPA LLC,Nashville,TN,Nashville,CPA Firm,5,$500K-$1M,Evan Hutcheson,Owner
Bellenfant PLLC,Nashville,TN,Nashville,CPA Firm,8,$500K-$1.5M,Managing Partner,Managing Partner
Warady & Davis LLP,Chicago,IL,Chicago,CPA Firm,15,$1M-$2M,Managing Partner,Managing Partner
John Joseph Griffin CPA PC,Chicago,IL,Chicago,CPA Firm,7,$500K-$1.5M,John Joseph Griffin,Owner
Stenger Tax Advisory,Chicago,IL,Chicago,CPA Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
The A.C.T. Group LLC,Chicago,IL,Chicago,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Susan S. Lewis CPA,Chicago,IL,Chicago,CPA Firm,6,$500K-$1.5M,Susan S. Lewis,Owner
Perkins Dexter Sinopoli & Hamm PC,Dallas,TX,Dallas,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
L&H CPAs and Advisors,Dallas,TX,Dallas,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Gurian CPA Firm,Dallas,TX,Dallas,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Armstrong Accountancy,Dallas,TX,Dallas,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Patten & Company,Dallas,TX,Dallas,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Cooper CPA Group,Houston,TX,Houston,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Hooker CPA,Houston,TX,Houston,CPA Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
JAG CPA & Co,Houston,TX,Houston,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
M&B CPAs,Houston,TX,Houston,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
RP Jones CPA,Houston,TX,Houston,CPA Firm,6,$500K-$1.5M,R.P. Jones,Owner
Ann Thomas CPA PC,Houston,TX,Houston,CPA Firm,7,$500K-$1.5M,Ann Thomas,Owner
Delerme CPA,Atlanta,GA,Atlanta,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Chester & Daniels LLC,Atlanta,GA,Atlanta,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Eliseo CPA LLC,Atlanta,GA,Atlanta,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Fricke & Associates LLC,Peachtree Corners,GA,Atlanta,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Massey and Company CPA,Atlanta,GA,Atlanta,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Manay CPA,Atlanta,GA,Atlanta,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
LB&J Certified Public Accountants,Charlotte,NC,Charlotte,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Scharf Pera & Co PLLC,Charlotte,NC,Charlotte,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
Parsons CPA PLLC,Charlotte,NC,Charlotte,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
David Love CPA,Charlotte,NC,Charlotte,CPA Firm,6,$500K-$1.5M,David Love,Owner
Josh Cahan CPA,Charlotte,NC,Charlotte,CPA Firm,7,$500K-$1.5M,Josh Cahan,Owner
Fisher PA,Charlotte,NC,Charlotte,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Rivero Gordimer & Company,Tampa,FL,Tampa,CPA Firm,15,$1M-$2M,Managing Partner,Managing Partner
Waters CPA Group,Tampa,FL,Tampa,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Fontana CPAs,Tampa,FL,Tampa,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
CPA Tampa,Largo,FL,Tampa,CPA Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
Baldwin Accounting CPA,Orlando,FL,Orlando,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
KDK Accountancy,Orlando,FL,Orlando,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
CPA Accounting & Tax Experts,Orlando,FL,Orlando,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
UpFront CPA & Bookkeeping,Orlando,FL,Orlando,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Jaime Santiago CPA,Orlando,FL,Orlando,CPA Firm,6,$500K-$1.5M,Jaime Santiago,Owner
Larry B. Betts CPA,Phoenix,AZ,Phoenix,CPA Firm,6,$500K-$1.5M,Larry B. Betts,Owner
K.A. Lindow CPA PC,Phoenix,AZ,Phoenix,CPA Firm,8,$500K-$2M,K.A. Lindow,Owner
XZ CPA,Phoenix,AZ,Phoenix,CPA Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
Thomas S Holly CPA PLLC,Phoenix,AZ,Phoenix,CPA Firm,7,$500K-$1.5M,Thomas S. Holly,Owner
Foster Financial CPA,Phoenix,AZ,Phoenix,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
John W. Weldon CPA,Los Angeles,CA,Los Angeles,CPA Firm,8,$500K-$2M,John W. Weldon,Owner
Lalea & Black,Los Angeles,CA,Los Angeles,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Gerber & Company,Los Angeles,CA,Los Angeles,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
JH Group CPA,Los Angeles,CA,Los Angeles,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Jarus & Co,Irvine,CA,Orange County,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Friedman & Company CPAs,Irvine,CA,Orange County,CPA Firm,8,$500K-$2M,Brett Friedman,Owner
Malley & Hassett LLP,Orange County,CA,Orange County,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Goodrich Thomas Cannon & Reeds LLP,Costa Mesa,CA,Orange County,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
Masler & Associates Inc,Irvine,CA,Orange County,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Thomas E. Huckabee CPA Inc,La Jolla,CA,San Diego,CPA Firm,10,$800K-$2M,Thomas E. Huckabee,Owner
Abbo Tax CPA,San Diego,CA,San Diego,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Regal Group CPA,San Diego,CA,San Diego,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Dark Horse CPAs,San Diego,CA,San Diego,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
B.O.L. Global Inc,San Francisco,CA,San Francisco Bay Area,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Basta & Company,San Francisco,CA,San Francisco Bay Area,CPA Firm,7,$500K-$1.5M,Samy Basta,Owner
Asnani CPA,San Francisco,CA,San Francisco Bay Area,CPA Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
Safe Harbor CPA,San Francisco,CA,San Francisco Bay Area,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Scott B. Price & Company LLP,San Francisco,CA,San Francisco Bay Area,CPA Firm,8,$500K-$2M,Scott B. Price,Managing Partner
Harry K. Jeung CPA,Burlingame,CA,San Francisco Bay Area,CPA Firm,7,$500K-$1.5M,Harry K. Jeung,Owner
Tristan CPA,Boston,MA,Boston,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Simon CPAs,Westwood,MA,Boston,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
FJV,Boston,MA,Boston,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Richard Hassey CPA LLC,Boston,MA,Boston,CPA Firm,6,$500K-$1.5M,Richard Hassey,Owner
Stone & Company LLC,Boston,MA,Boston,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
Amro Azazi CPA PC,Philadelphia,PA,Philadelphia,CPA Firm,7,$500K-$1.5M,Amro Azazi,Owner
Mark S. Fineberg CPA,Philadelphia,PA,Philadelphia,CPA Firm,6,$500K-$1.5M,Mark S. Fineberg,Owner
Schwartz & Associates CPA,Philadelphia,PA,Philadelphia,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
ENGAGE CPAs,Philadelphia,PA,Philadelphia,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Wendroff & Associates CPA,Washington,DC,Washington DC,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Capitol CPA LLC,Washington,DC,Washington DC,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Vista CPAs,Washington,DC,Washington DC,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Myrick CPA,Washington,DC,Washington DC,CPA Firm,6,$500K-$1.5M,Charles Myrick,Owner
John C. Walsh CPA,Washington,DC,Washington DC,CPA Firm,6,$500K-$1.5M,John C. Walsh,Owner
Lanphier LLP,Denver,CO,Denver,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
O'Connor CPA Firm LLC,Denver,CO,Denver,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Cornelius CPAs,Denver,CO,Denver,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Hansen CPA,Denver,CO,Denver,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
SBA CPA,Denver,CO,Denver,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Scott Reid CPAs,Minneapolis,MN,Minneapolis,CPA Firm,8,$500K-$2M,Scott Reid,Owner
John A. Knutson & Co PLLP,St. Paul,MN,Minneapolis,CPA Firm,15,$1M-$2M,Managing Partner,Managing Partner
Carpenter Evert & Associates,Minneapolis,MN,Minneapolis,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Rapacki + Co,Edina,MN,Minneapolis,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Rocca CPA,Minneapolis,MN,Minneapolis,CPA Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
Orlando Tax Accounting,Orlando,FL,Orlando,Tax Preparation Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
Sonu Shukla CPA PA,Orlando,FL,Orlando,Tax Preparation Firm,7,$500K-$1.5M,Sonu Shukla,Owner
Dreamline Accounting,Orlando,FL,Orlando,Tax Preparation Firm,8,$500K-$1.5M,Managing Partner,Managing Partner
Xel Advisors,Orlando,FL,Orlando,Tax Preparation Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
Guardian Accounting Group,Tampa,FL,Tampa,Bookkeeping Firm,8,$500K-$1.5M,Managing Partner,Managing Partner
Clarks Bookkeeping & Consulting LLC,Tampa,FL,Tampa,Bookkeeping Firm,5,$300K-$800K,Managing Partner,Managing Partner
Anderson Business Services Inc,Tampa,FL,Tampa,Bookkeeping Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Stronghold Accounting & Bookkeeping,Tampa,FL,Tampa,Bookkeeping Firm,6,$300K-$800K,Managing Partner,Managing Partner
Accounting By The Books,Charlotte,NC,Charlotte,Bookkeeping Firm,6,$300K-$800K,Managing Partner,Managing Partner
Professional Bookkeeping Plus,Charlotte,NC,Charlotte,Bookkeeping Firm,5,$300K-$800K,Managing Partner,Managing Partner
Good Steward Financial,Charlotte,NC,Charlotte,Bookkeeping Firm,5,$300K-$800K,Managing Partner,Managing Partner
CHW Bookkeeping,Charlotte,NC,Charlotte,Bookkeeping Firm,5,$300K-$800K,Managing Partner,Managing Partner
Cohen Stine Kapoor LLP,New York,NY,New York City,Family Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Mindin & Mindin PC,New York,NY,New York City,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Law Office of Helene Carvallo,New York,NY,New York City,Family Law Firm,6,$800K-$2M,Helene Carvallo,Founding Attorney
Cardi & Edgar LLP,New York,NY,New York City,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Abramowitz & Associates,Coral Gables,FL,Miami,Family Law Firm,8,$800K-$2M,Evan L. Abramowitz,Managing Partner
Foster-Morales PLLC,Miami,FL,Miami,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Rafool PLLC,Miami,FL,Miami,Family Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
True North Law PA,Miami,FL,Miami,Family Law Firm,6,$800K-$2M,Daniel Umbert,Founding Attorney
Kiswani Law PC,Chicago,IL,Chicago,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Ward Family Law LLC,Chicago,IL,Chicago,Family Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Anderson Boback & Marshall,Chicago,IL,Chicago,Family Law Firm,12,$1M-$3M,Managing Partner,Managing Partner
The McClure Law Group,Dallas,TX,Dallas,Family Law Firm,10,$1M-$3M,Kelly McClure,Managing Partner
The Barbosa Law Firm PC,Dallas,TX,Dallas,Family Law Firm,8,$800K-$2M,Roland Barbosa,Founding Attorney
Balekian Hayes PLLC,Dallas,TX,Dallas,Family Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Hargrave Family Law,Dallas,TX,Dallas,Family Law Firm,7,$800K-$2M,Jennifer Stanton Hargrave,Founding Attorney
Atlanta Family Law Group LLC,Atlanta,GA,Atlanta,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Levine Smith Coburn & Koslin LLC,Atlanta,GA,Atlanta,Family Law Firm,12,$1M-$3M,Managing Partner,Managing Partner
The Edwards Law Group,Atlanta,GA,Atlanta,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Evolve Family Law,Atlanta,GA,Atlanta,Family Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Law Office of Laura A. Olson PA,Tampa,FL,Tampa,Family Law Firm,6,$800K-$2M,Laura A. Olson,Founding Attorney
The Women's Law Group,Tampa,FL,Tampa,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Palma Family Law PA,Tampa,FL,Tampa,Family Law Firm,6,$800K-$2M,Patricia Palma,Founding Attorney
P.A. Davis Law Office,Washington,DC,Washington DC,Family Law Firm,6,$800K-$2M,Managing Partner,Managing Partner
Law Offices of Jesse A. Gadson PLLC,Washington,DC,Washington DC,Family Law Firm,7,$800K-$2M,Jesse A. Gadson,Founding Attorney
The Geller Law Group,Washington,DC,Washington DC,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
M.C. Thomas & Associates PC,Washington,DC,Washington DC,Family Law Firm,8,$800K-$2M,Michelle C. Thomas,Founding Attorney
Mack & Santana Law Offices PC,Minneapolis,MN,Minneapolis,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Flakne Law,Minneapolis,MN,Minneapolis,Family Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
RWI Law,Minneapolis,MN,Minneapolis,Family Law Firm,6,$800K-$2M,Managing Partner,Managing Partner
BDB Law,Phoenix,AZ,Phoenix,Family Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Arizona Family Law Attorneys,Phoenix,AZ,Phoenix,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Desert Legal Group,Phoenix,AZ,Phoenix,Family Law Firm,8,$800K-$2M,Cory Keith,Managing Attorney
Michel & Rhyne,Irvine,CA,Orange County,Family Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Pedrick Law Group,Irvine,CA,Orange County,Family Law Firm,7,$800K-$2M,Gregory J. Pedrick,Founding Attorney
Yanez & Associates,Orange County,CA,Orange County,Family Law Firm,10,$1M-$3M,Bettina Yanez,Founding Attorney
Hassett Family Law,San Diego,CA,San Diego,Family Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
JWB Family Law,San Diego,CA,San Diego,Family Law Firm,8,$800K-$2M,Jane Wesley Brooks,Founding Attorney
